Scientific.Name,Longitude,Latitude
Heniochus diphreutes,-158.235375,21.524235
Heniochus diphreutes,49.964304,-16.736827
Heniochus diphreutes,34.84479,26.31383
Heniochus diphreutes,34.465101,27.998723
Heniochus diphreutes,73.540708,4.256831
Heniochus diphreutes,72.861939,4.090869
Heniochus diphreutes,153.101038,-30.939207
Heniochus diphreutes,123.899,10.2913
Heniochus diphreutes,55.865852,-4.313293
Heniochus diphreutes,115.513419,-8.515723
Heniochus diphreutes,-157.893534,21.297975
Heniochus diphreutes,73.663889,3.4575
Heniochus diphreutes,34.850017,25.344067
Heniochus diphreutes,151.129992,-34.068873
Heniochus diphreutes,151.129976,-34.068876
Heniochus diphreutes,120.884007,13.727955
Heniochus diphreutes,124.109385,11.343132
Heniochus diphreutes,-147.626707,-14.971776
Heniochus diphreutes,118.628874,4.117242
Heniochus diphreutes,151.129879,-34.068901
Heniochus diphreutes,151.698183,-33.073
Heniochus diphreutes,151.129878,-34.068881
Heniochus diphreutes,151.448921,-33.460221
Heniochus diphreutes,151.129949,-34.068875
Heniochus diphreutes,151.672585,-33.067782
Heniochus diphreutes,151.130539,-34.068275
Heniochus diphreutes,152.224294,-32.677993
Heniochus diphreutes,151.7003,-33.071667
Heniochus diphreutes,43.549534,-23.151464
Heniochus diphreutes,151.254847,-33.840171
Heniochus diphreutes,151.6398,-33.085754
Heniochus diphreutes,151.130058,-34.069014
Heniochus diphreutes,151.640432,-33.086217
Heniochus diphreutes,114.60303,-28.774294
Heniochus diphreutes,151.640922,-33.086043
Heniochus diphreutes,73.486153,4.168457
Heniochus diphreutes,-159.582393,21.876099
Heniochus diphreutes,151.296503,-33.79951
Heniochus diphreutes,34.450163,27.98533
Heniochus diphreutes,-166.135817,23.627833
Heniochus diphreutes,-159.3041,22.182017
Heniochus diphreutes,-157.2955,21.15125
Heniochus diphreutes,-177.345877,28.19871
Heniochus diphreutes,-156.9897,20.7751
Heniochus diphreutes,-159.7613,22.1377
Heniochus diphreutes,-156.4966,20.6303
Heniochus diphreutes,34.451165,27.984685
Heniochus diphreutes,151.295687,-33.800179
Heniochus diphreutes,99.821615,10.082272
Heniochus diphreutes,39.791789,-7.929153
Heniochus diphreutes,151.296575,-33.799601
Heniochus diphreutes,131.266389,31.25
Heniochus diphreutes,131.116389,31.291389
Heniochus diphreutes,131.033333,31.2
Heniochus diphreutes,131.080278,31.291944
Heniochus diphreutes,131.083333,31.283333
Heniochus diphreutes,130.975556,30.470278
Heniochus diphreutes,34.560452,28.613439
